,str_player_name,str_positions,dt_date_of_birth,int_best_overall_rating,age,new_column,new_column_plus
399,Dayotchanculle Upamecano,CB,1998-10-27,82,22,1,6
400,Marcus Thuram,"LW, ST, LM",1997-08-06,82,24,1,6
401,Yeray Álvarez López,CB,1995-01-24,82,26,1,6
402,Oleksandr Zinchenko,LB,1996-12-15,81,24,1,6
403,Alejandro Remiro Gargallo,GK,1995-03-24,80,26,1,6
404,Gelson Dany Batalha Martins,"RM, RW",1995-05-11,82,26,1,6
405,Nordi Mukiele Mulere,"RB, CB, RWB",1997-11-01,81,23,1,6
406,Diogo José Teixeira da Silva,"LW, ST, CM",1996-12-04,81,24,1,6
407,Nicolò Barella,"CM, CAM",1997-02-07,82,24,1,6
408,Valentin Rongier,"CM, CDM",1994-12-07,82,26,1,6
409,Stefan Lainer,RB,1992-08-27,80,28,1,6
410,Daniel Ceballos Fernández,"CM, CAM",1996-08-07,82,25,1,6
411,Lukas Klostermann,"CB, RB, RWB",1996-06-03,82,25,1,6
412,Hirving Rodrigo Lozano Bahena,"RW, ST, LW",1995-07-30,81,26,1,6
413,Victor Nilsson Lindelöf,CB,1994-07-17,82,27,1,6
414,Dominic Calvert-Lewin,ST,1997-03-16,82,24,1,6
415,José Ángel Esmoris Tasende,LB,1997-01-04,81,24,1,6
416,Matías Vecino Falero,CDM,1991-08-24,80,29,1,6
417,Corentin Tolisso,"CM, CDM",1994-08-03,82,27,1,6
418,Allan Saint-Maximin,"LM, LW, ST",1997-03-12,81,24,1,6
419,Juan Agustín Musso,GK,1994-05-06,80,27,1,6
420,Franco Armani,GK,1986-10-16,80,34,1,6
421,Pierre-Emile Højbjerg,CDM,1995-08-05,81,26,1,6
422,João Mário Naval da Costa Eduardo,"CM, CAM, LM",1993-01-19,80,28,1,6
423,Federico Bernardeschi,"CAM, RM",1994-02-16,82,27,1,6
424,Kerem Demirbay,"CM, CDM",1993-07-03,81,28,1,6
425,Moussa Dembélé,ST,1996-07-12,82,25,1,6
426,Daniele Rugani,CB,1994-07-29,82,27,1,6
427,Rubén Peña Jiménez,"RB, LB",1991-07-18,80,30,1,6
428,Domenico Berardi,"RM, RW",1994-08-01,82,27,1,6
429,Otávio Edmilson da Silva Monteiro,"RM, CAM, CM",1995-02-09,81,26,1,6
430,Piotr Zieliński,"CM, LM",1994-05-20,84,27,1,6
431,Lucas Vázquez Iglesias,RW,1991-07-01,80,30,1,6
432,Andrea Belotti,ST,1993-12-20,83,27,1,6
433,Adnan Januzaj,"RW, RM",1995-02-05,81,26,1,6
434,William Silva de Carvalho,"CDM, CM",1992-04-07,80,29,1,6
435,Jack Grealish,"LW, CAM, CM",1995-09-10,83,25,1,6
436,Alassane Plea,"ST, LW",1993-03-10,81,28,1,6
437,Ben Davies,"LB, LWB",1993-04-24,80,28,1,6
438,Íñigo Martínez Berridi,CB,1991-05-17,81,30,1,6
439,Kurt Happy Zouma,CB,1994-10-27,82,26,1,6
440,Šime Vrsaljko,RB,1992-01-10,80,29,1,6
441,Damián Nicolás Suárez Suárez,RB,1988-04-27,80,33,1,6
442,Héctor Bellerín Moruno,"RB, RWB",1995-03-19,81,26,1,6
443,Pavel Kadeřábek,"RWB, RB, RM",1992-04-25,80,29,1,6
444,John Stones,CB,1994-05-28,82,27,1,6
445,Willy Boly,CB,1991-02-03,80,30,1,6
446,James Tarkowski,CB,1992-11-19,81,28,1,6
447,Jérôme Roussillon,"LB, LM",1993-01-06,80,28,1,6
448,Gerard Deulofeu Lázaro,"LM, CF",1994-03-13,81,27,1,6
449,Julian Draxler,"CAM, CM, LW",1993-09-20,81,27,1,6
450,Martin Hinteregger,CB,1992-09-07,82,28,1,6
451,Benjamin Lecomte,GK,1991-04-26,80,30,1,6
452,José Ignacio Fernández Iglesias,"CB, LB, RB",1990-01-18,80,31,1,6
453,Nico Schulz,"LB, LM, LWB",1993-04-01,80,28,1,6
454,José Ángel Gómez Campaña,"CM, LM, RM",1993-05-31,81,28,1,6
455,Granit Xhaka,"CDM, CM",1992-09-27,80,28,1,6
456,Mathew Ryan,GK,1992-04-08,80,29,1,6
457,Cédric Bakambu,ST,1991-04-11,80,30,1,6
458,Marc Bartra Aregall,"CB, CDM",1991-01-15,80,30,1,6
459,Serge Aurier,"RB, RWB",1992-12-24,80,28,1,6
460,Grzegorz Krychowiak,"CDM, CM",1990-01-29,80,31,1,6
461,Enzo Nicolás Pérez,"CDM, CM",1986-02-22,80,35,1,6
462,Daniel William John Ings,ST,1992-07-23,80,29,1,6
463,Willian José da Silva,ST,1991-11-23,80,29,1,6
464,André Gomes Magalhães de Almeida,RB,1990-09-10,80,30,1,6
465,Henrikh Mkhitaryan,"RM, CAM, RW",1989-01-21,80,32,1,6
466,Mario Gaspar Pérez Martínez,RB,1990-11-24,80,30,1,6
467,Sergio Escudero Palomo,"LB, LM",1989-09-02,80,31,1,6
468,Marcos Alonso Mendoza,"LB, LWB",1990-12-28,80,30,1,6
469,高拉特,"CF, CAM, ST",1991-06-05,80,30,1,6
470,Nemanja Matić,"CDM, CM",1988-08-01,80,33,1,6
471,Benjamin André,"CDM, CM",1990-08-03,80,31,1,6
472,Asier Illarramendi Andonegi,"CDM, CM",1990-03-08,80,31,1,6
473,Adem Ljajić,"CAM, LW",1991-09-29,80,29,1,6
474,Luuk de Jong,ST,1990-08-27,80,30,1,6
475,Vicente Guaita Panadero,GK,1987-01-10,80,34,1,6
476,Pedro Eliezer Rodríguez Ledesma,"RW, LW",1987-07-28,80,34,1,6
477,Givanildo Vieira de Souza,"RW, ST",1986-07-25,81,35,1,6
478,Francis Coquelin,"CM, CDM",1991-05-13,81,30,1,6
479,Giacomo Bonaventura,CM,1989-08-22,80,32,1,6
480,Nicolas N'Koulou,CB,1990-03-27,80,31,1,6
481,Lars Stindl,"CAM, ST",1988-08-26,80,32,1,6
482,Luiz Gustavo Dias,"CDM, CB",1987-07-23,80,34,1,6
483,Giuliano Victor de Paula,CAM,1990-05-31,80,31,1,6
484,Alexis Alejandro Sánchez Sánchez,"LW, LM",1988-12-19,80,32,1,6
485,Sebastian Giovinco,"CAM, CF",1987-01-26,80,34,1,6
486,David Luiz Moreira Marinho,CB,1987-04-22,80,34,1,6
487,Diego da Silva Costa,ST,1988-10-07,80,32,1,6
488,Simon Thorup Kjær,CB,1989-03-26,80,32,1,6
489,Branislav Ivanović,"CB, RB",1984-02-22,80,37,1,6
490,Antonio Adán Garrido,GK,1987-05-13,80,34,1,6
491,Ignacio Monreal Eraso,LB,1986-02-26,80,35,1,6
492,Łukasz Piszczek,"CB, RB",1985-06-03,80,36,1,6
493,Sergio Germán Romero,GK,1987-02-22,80,34,1,6
494,Daniel Wass,"RB, RM, CM",1989-05-31,80,32,1,6
495,Raúl García Escudero,"ST, CAM, RW",1986-07-11,81,35,1,6
496,Erik Lamela,"RM, CAM",1992-03-04,80,29,1,6
497,Jonathan Grant Evans,CB,1988-01-03,80,33,1,6
498,João Miranda de Souza Filho,CB,1984-09-07,80,36,1,6
499,Stéphane Ruffier,GK,1986-09-27,80,34,1,6
500,Radamel Falcao García Zárate,ST,1986-02-10,80,35,1,6
501,Mousa Sidi Yaya Dembélé,"CM, CAM, CDM",1987-07-16,80,34,1,6
502,Fabio Quagliarella,ST,1983-01-31,81,38,1,6
503,Bafétimbi Fredius Gomis,ST,1985-08-06,80,36,1,6
504,Igor Akinfeev,GK,1986-04-08,80,35,1,6
505,Luís Carlos Almeida da Cunha,"LW, RW",1986-11-17,80,34,1,6
506,James Philip Milner,"CM, RB, LB",1986-01-04,81,35,1,6
507,Joaquín Sánchez Rodríguez,"LM, RM",1981-07-21,81,40,1,6
508,Arjen Robben,"RM, CAM",1984-01-23,81,37,1,6
509,Antony Matheus dos Santos,"RW, LW",2000-02-24,80,21,1,6
510,Leandro Miguel Sáreda,GK,1992-02-29,79,29,1,6
511,Enzo Martín Riquero,"CDM, CM, CAM",1988-02-29,79,33,1,6
512,Rafael Di Leonardo,"RB, RM",1996-02-29,79,25,1,6
513,Edgar Manuel Guichón,"LB, LM",1988-02-29,79,33,1,6
514,Carlos Vinícius Alves Morais,ST,1995-03-22,81,26,1,6
515,Daniel Olmo Carvajal,"CAM, LM, RM",1998-05-07,81,23,1,6
516,Rodrygo Silva de Goes,"RW, LW",2001-01-09,80,20,1,6
517,Aluísio Chaves Ribeiro Moraes Júnior,ST,1987-04-04,79,34,1,6
518,Predrag Rajković,GK,1995-10-31,79,25,1,6
519,Jules Koundé,CB,1998-11-12,81,22,1,6
520,Héctor Junior Firpo Adamés,"LB, LM",1996-08-22,79,25,1,6
521,Youcef Atal,"RB, RW",1996-05-17,81,25,1,6
522,Nemanja Maksimović,"CDM, CM",1995-01-26,80,26,1,6
523,Dan-Axel Zagadou,CB,1999-06-03,81,22,1,6
524,Pervis Josué Estupiñán Tenorio,"LB, LWB",1998-01-21,79,23,1,6
525,Philip Foden,"CAM, CM",2000-05-28,81,21,1,6
526,Enis Bardhi,"LM, CM",1995-07-02,81,26,1,6
527,Scott McTominay,"CDM, CM",1996-12-08,80,24,1,6
528,Boubacar Kamara,"CDM, CB",1999-11-23,80,21,1,6
529,Florian Neuhaus,CM,1997-03-16,81,24,1,6
530,Harvey Lewis Barnes,LW,1997-12-09,80,23,1,6
531,Édouard Mendy,GK,1992-03-01,79,29,1,6
532,Nanitamo Jonathan Ikoné,"RM, CAM",1998-05-02,80,23,1,6
533,Declan Rice,"CDM, CM",1999-01-14,80,22,1,6
534,Carlos Soler Barragán,"RM, LM, CM",1997-01-02,80,24,1,6
535,Álvaro Odriozola Arzalluz,RB,1995-12-14,79,25,1,6
536,Igor Zubeldía Elorza,"CDM, CM, CB",1997-03-30,80,24,1,6
537,Alexander Isak,ST,1999-09-21,81,21,1,6
538,Denzel Justus Morris Dumfries,RB,1996-04-18,80,25,1,6
539,Victor James Osimhen,ST,1998-12-29,80,22,1,6
540,Ruslan Malinovskyi,"CM, CF",1993-05-04,80,28,1,6
541,Luan Vágner Boas Macedo,ST,2000-02-29,80,21,1,6
542,Bernard Gabriel Prestão Chaves,GK,1992-02-29,79,29,1,6
543,Melvin Luan Parrela Porfírio,CDM,2000-02-29,80,21,1,6
544,Everton Jorge Andrade Zanon,"CDM, CM",1996-02-29,79,25,1,6
545,Adnan Claudiano Vidual Machado,RB,1992-02-29,79,29,1,6
546,Ronaldo Diego Esler Domingues,"LB, LM",2000-02-29,79,21,1,6
547,Milot Rashica,"CF, LW, RW",1996-06-28,81,25,1,6
548,André Miguel Valente da Silva,ST,1995-11-06,81,25,1,6
549,Kasper Dolberg,ST,1997-10-06,81,23,1,6
550,Luis Ezequiel Ávila,"ST, RM",1994-02-06,81,27,1,6
551,Lorenzo Pellegrini,"CAM, CM, CDM",1996-06-19,81,25,1,6
552,Sander Gard Bolin Berge,"CDM, CM",1998-02-18,80,23,1,6
553,Moussa Marega,"ST, RM",1991-04-14,79,30,1,6
554,Rodrigo Bentancur Colmán,CM,1997-06-25,81,24,1,6
555,Pablo Fornals Malla,"LM, CAM, RM",1996-02-22,81,25,1,6
556,Aleksandr Golovin,"CM, CAM",1996-05-30,82,25,1,6
557,Eric Bertrand Bailly,CB,1994-04-12,81,27,1,6
558,Duje Ćaleta-Car,CB,1996-09-17,81,24,1,6
559,Joan Jordán Moreno,"CM, CDM, CAM",1994-07-06,81,27,1,6
560,Cristian David Pavón,"LW, RW, LM",1996-01-21,80,25,1,6
561,Ramy Bensebaini,"LB, CB",1995-04-16,80,26,1,6
562,Borja Iglesias Quintas,ST,1993-01-17,79,28,1,6
563,Jaime Mata Arnaiz,ST,1988-10-24,79,32,1,6
564,Harry Winks,"CDM, CM",1996-02-02,81,25,1,6
565,Julian Weigl,"CDM, CM, CB",1995-09-08,80,25,1,6
566,Munir El Haddadi Mohamed,"ST, RW, LW",1995-09-01,81,25,1,6
567,Jason Denayer,CB,1995-06-28,81,26,1,6
568,Joseba Zaldúa Bengoetxea,RB,1992-06-24,79,29,1,6
569,Ante Rebić,"ST, LM",1993-09-21,80,27,1,6
570,Tiemoué Bakayoko,"CDM, CM",1994-08-17,80,27,1,6
571,Baptiste Santamaría,"CDM, CM",1995-03-09,80,26,1,6
572,Hamari Traoré,"RB, RWB",1992-01-27,79,29,1,6
573,João Paulo Dias Fernandes,ST,1992-11-09,80,28,1,6
574,José Luis Morales Nogales,"ST, LM, RM",1987-07-23,81,34,1,6
575,Daniel García Carrillo,CM,1990-05-24,82,31,1,6
576,Armando Izzo,CB,1992-03-02,81,29,1,6
577,Ayoze Pérez Gutiérrez,"RW, RM",1993-07-29,79,28,1,6
578,Milton Casco,"LB, LWB",1988-04-11,80,33,1,6
579,Darío Ismael Benedetto,ST,1990-05-17,79,31,1,6
580,Wílmar Enrique Barrios Terán,"CDM, CM",1993-10-16,80,27,1,6
581,Aleksey Miranchuk,"CAM, ST",1995-10-17,81,25,1,6
582,Frank Yusty Fabra Palacios,LB,1991-02-22,79,30,1,6
583,Adama Traoré Diarra,"RW, RWB",1996-01-25,80,25,1,6
584,Abderrazak Hamdallah,ST,1990-12-17,79,30,1,6
585,Andreas Christensen,CB,1996-04-10,81,25,1,6
586,Ricardo Jorge da Luz Horta,"LW, RW",1994-09-15,80,26,1,6
587,Jonathan Tah,CB,1996-02-11,81,25,1,6
588,José Pedro Malheiro de Sá,GK,1993-01-17,79,28,1,6
589,Philipp Martin Max,"LB, LM",1993-09-30,79,27,1,6
590,André Filipe Tavares Gomes,"CM, CDM",1993-07-30,79,28,1,6
591,Pierluigi Gollini,GK,1995-03-18,79,26,1,6
592,Valentino Lazaro,"RM, RB",1996-03-24,80,25,1,6
593,Rubén García Santos,"LM, ST, CAM",1993-07-14,79,28,1,6
594,Morgan Sanson,"CM, CAM",1994-08-18,81,27,1,6
595,Emerson Palmieri dos Santos,LB,1994-08-03,80,27,1,6
596,Kevin Mbabu,RB,1995-04-19,79,26,1,6
597,Samuel Castillejo Azuaga,"RM, LM",1995-01-18,80,26,1,6
598,Darwin Daniel Machís Marcano,"LM, ST",1993-02-07,79,28,1,6
599,Rui Tiago Dantas da Silva,GK,1994-02-07,79,27,1,6
600,Nathan Aké,CB,1995-02-18,81,26,1,6
601,Omar Mascarell González,"CDM, CM",1993-02-02,79,28,1,6
602,Moanes Dabour,ST,1992-05-14,79,29,1,6
603,Emil Forsberg,"CAM, CM",1991-10-23,79,29,1,6
604,Gabriel Appelt Pires,"CM, CDM",1993-09-18,80,27,1,6
605,Matheus Lima Magalhães,GK,1992-07-19,79,29,1,6
606,Ryan Fraser,LM,1994-02-24,79,27,1,6
607,Leandro Daniel Paredes,"CM, CDM",1994-06-29,81,27,1,6
608,Maximilian Arnold,"CDM, CM",1994-05-27,81,27,1,6
609,Taras Stepanenko,CDM,1989-08-08,79,32,1,6
610,Luka Milivojević,"CDM, CM",1991-04-07,79,30,1,6
611,James Ward-Prowse,CM,1994-11-01,81,26,1,6
612,Vilmos Tamás Orban,CB,1992-11-03,81,28,1,6
613,Mário Rui Silva Duarte,LB,1991-05-27,79,30,1,6
614,Kenny Lala,"RB, RWB, LB",1991-10-03,79,29,1,6
615,Alejandro Pozuelo Melero,"CAM, ST, CF",1991-09-20,79,29,1,6
616,André Martín Carrillo Díaz,RM,1991-06-14,79,30,1,6
617,Álvaro González Soberón,CB,1990-01-08,79,31,1,6
618,Alexander Schwolow,GK,1992-06-02,79,29,1,6
619,Fernando Lucas Martins,"CDM, CM",1992-03-03,79,29,1,6
620,Eric Dier,"CB, CDM",1994-01-15,81,27,1,6
621,Conor Coady,CB,1993-02-25,81,28,1,6
622,Salif Sané,CB,1990-08-25,79,30,1,6
623,Jordan Veretout,"CDM, CM",1993-03-01,81,28,1,6
624,Geoffrey Kondogbia,"CM, CDM",1993-02-15,81,28,1,6
625,Faouzi Ghoulam,LB,1991-02-01,79,30,1,6
626,Rafael Alcântara do Nascimento,"CM, CAM, RM",1993-02-12,81,28,1,6
627,Aïssa Mandi,CB,1991-10-22,80,29,1,6
628,Marco Bizot,GK,1991-03-10,79,30,1,6
629,Víctor Machín Pérez,LM,1989-11-02,79,31,1,6
630,Matz Sels,GK,1992-02-26,79,29,1,6
631,Ibai Gómez Pérez,"RW, LW",1989-11-11,79,31,1,6
632,Lucas Pérez Martínez,ST,1988-09-10,79,32,1,6
633,Danilo Luiz da Silva,"RB, LB",1991-07-15,79,30,1,6
634,João Pedro Geraldino dos Santos Galvão,"CF, CAM",1992-03-09,79,29,1,6
635,Luis Fernando Muriel Fruto,ST,1991-04-16,81,30,1,6
636,Alex Oxlade-Chamberlain,CM,1993-08-15,81,28,1,6
637,Marcelo Nicolás Lodeiro Benítez,CAM,1989-03-21,80,32,1,6
638,Andy Delort,ST,1991-10-09,79,29,1,6
639,Roberto Júnior Fernández Torres,GK,1988-03-29,79,33,1,6
640,Nemanja Gudelj,"CDM, CM, CB",1991-11-16,79,29,1,6
641,Jaume Vicent Costa Jordá,LB,1988-03-18,79,33,1,6
642,艾克森,ST,1989-07-13,79,32,1,6
643,Fabián Ariel Orellana Valenzuela,"RM, LM, CAM",1986-01-27,79,35,1,6
644,Nicolás Hernán Gonzalo Otamendi,CB,1988-02-12,79,33,1,6
645,Ander Herrera Agüera,"CM, CDM",1989-08-14,80,32,1,6
646,Stephan El Shaarawy,"LW, LM",1992-10-27,79,28,1,6
647,José Ángel Valdés Díaz,LB,1989-09-05,79,31,1,6
648,Chris Smalling,CB,1989-11-22,79,31,1,6
649,Ben Mee,CB,1989-09-23,79,31,1,6
650,Vicente Iborra de la Fuente,"CDM, CM",1988-01-16,79,33,1,6
651,Francesco Caputo,ST,1987-08-06,79,34,1,6
652,Alex Teixeira dos Santos,"ST, LW, CAM",1990-01-06,80,31,1,6
653,Steven N'Kemboanza Mike Christopher Nzonzi,"CDM, CM",1988-12-15,79,32,1,6
654,Artem Dzyuba,ST,1988-08-22,79,33,1,6
655,Yann Gérard M'Vila,"CDM, CM",1990-06-29,79,31,1,6
656,Sven Ulreich,GK,1988-08-03,79,33,1,6
657,Cristhian Ricardo Stuani Curbelo,ST,1986-10-12,79,34,1,6
658,Sofiane Feghouli,"RM, RW, CAM",1989-12-26,79,31,1,6
659,Gylfi Þór Sigurðsson,"CAM, CM",1989-09-08,79,31,1,6
660,Diego Perotti,"LM, LW",1988-07-26,79,33,1,6
661,Marco Parolo,"CDM, CM",1985-01-25,79,36,1,6
662,Moussa Sissoko,"CDM, CM, RM",1989-08-16,79,32,1,6
663,Nordin Amrabat,"RM, LM",1987-03-31,79,34,1,6
664,Sidnei Rechel da Silva Júnior,CB,1989-08-23,79,32,1,6
665,Vedran Ćorluka,CB,1986-02-05,79,35,1,6
666,Séamus Coleman,RB,1988-10-11,79,32,1,6
667,Olivier Giroud,ST,1986-09-30,79,34,1,6
668,Vitorino Gabriel Pacheco Antunes,LWB,1987-04-01,79,34,1,6
669,Éder Citadin Martins,ST,1986-11-15,80,34,1,6
670,Juan Manuel Mata García,"CAM, RM",1988-04-28,79,33,1,6
671,Ángel Luís Rodríguez Díaz,ST,1987-04-26,79,34,1,6
672,Mathieu Valbuena,"LM, CAM",1984-09-28,79,36,1,6
673,Marcelo Alfonso Díaz Rojas,"CDM, CM",1986-12-30,79,34,1,6
674,Nahuel Ignacio Guzmán,GK,1986-02-10,79,35,1,6
675,Kévin Gameiro,ST,1987-05-09,79,34,1,6
676,David Ospina Ramírez,GK,1988-08-31,79,32,1,6
677,Pedro León Sánchez Gil,"RM, LM",1986-11-24,79,34,1,6
678,Diego Hernán Váleri,"CAM, ST",1986-05-01,79,35,1,6
679,Márcio Rafael Ferreira de Souza,"RB, LB",1985-09-07,79,35,1,6
680,Laurent Koscielny,CB,1985-09-10,79,35,1,6
681,Ben Foster,GK,1983-04-03,79,38,1,6
682,Benoît Costil,GK,1987-07-03,79,34,1,6
683,Javier Alejandro Mascherano,"CDM, CM, CB",1984-06-08,79,37,1,6
684,Francisco Guillermo Ochoa Magaña,GK,1985-07-13,79,36,1,6
685,José Manuel Reina Páez,GK,1982-08-31,79,38,1,6
686,Ricardo Andrade Quaresma Bernardo,"RM, LM",1983-09-26,79,37,1,6
687,Eduardo Camavinga,CM,2002-11-10,80,18,1,6
688,Bruno Guimarães Rodriguez Moura,"CM, CDM",1997-11-16,80,23,1,6
689,Edmond Fayçal Tapsoba,CB,1999-02-02,80,22,1,6
690,Emerson Aparecido Leite de Souza Junior,"RB, RM, RWB",1999-01-14,78,22,1,6
691,Sebastián Bruno Luna,"RB, RM, CM",1988-02-29,78,33,1,6
692,Enzo Manuel Aguerro,ST,1988-02-29,79,33,1,6
693,Daniel Martín Lenzado,"CB, LB",1988-02-29,78,33,1,6
694,Francisco António Machado Mota Castro Trincão,"RW, LW, CAM",1999-12-29,79,21,1,6
695,Vladimír Coufal,"RB, RWB",1992-08-22,78,29,1,6
696,Ondřej Kolář,GK,1994-10-17,78,26,1,6
697,Luís Manuel Arantes Maximiano,GK,1999-01-05,78,22,1,6
698,Dwight McNeil,LM,1999-11-22,79,21,1,6
699,Lorenzo Jesús Morón García,ST,1993-12-30,80,27,1,6
700,Luis Milla Manzanares,CDM,1994-10-07,79,26,1,6
701,Anthony Nuatuzor Nwakaeme,LM,1989-03-21,78,32,1,6
702,Pau Francisco Torres,CB,1997-01-16,80,24,1,6
703,Luis Fernando Díaz Marulanda,LM,1997-01-13,79,24,1,6
704,Unai Núñez Gestoso,CB,1997-01-30,80,24,1,6
705,Teun Koopmeiners,"CDM, CB",1998-02-28,79,23,1,6
706,Matheus Santos Carneiro Da Cunha,"CAM, ST, LM",1999-05-27,80,22,1,6
707,Lisandro Martínez,"CDM, CB, LB",1998-01-18,79,23,1,6
708,Ibrahima Konaté,CB,1999-05-25,80,22,1,6
709,Matías Nicolás Rojas Romero,"LM, CM, RM",1995-11-03,80,25,1,6
710,Óscar Melendo Jiménez,"RM, CAM",1997-08-23,79,24,1,6
711,Calvin Stengs,"RW, CAM",1998-12-18,81,22,1,6
712,Noussair Mazraoui,"RB, CM",1997-11-14,79,23,1,6
713,Cengiz Ünder,"RM, RW",1997-07-14,79,24,1,6
714,Federico Chiesa,"CF, RW",1997-10-25,80,23,1,6
715,Youssef En-Nesyri,ST,1997-06-01,80,24,1,6
716,Ismaïla Sarr,"RM, ST",1998-02-25,79,23,1,6
717,Domingos Sousa Coutinho Meneses Duarte,CB,1995-03-03,80,26,1,6
718,Patrik Schick,"ST, RW",1996-01-24,80,25,1,6
719,Gabriel dos Santos Magalhães,CB,1997-12-19,80,23,1,6
720,Alban Lafont,GK,1999-01-23,78,22,1,6
721,Donyell Malen,ST,1999-01-19,80,22,1,6
722,Tammy Bakumo-Abraham,ST,1997-10-02,80,23,1,6
723,Gonzalo Ariel Montiel,"RB, RWB",1997-01-01,78,24,1,6
724,Miguel Ángel Almirón Rejala,"CAM, RM, LW",1994-02-10,79,27,1,6
725,Renato Júnior Luz Sanches,"CM, RM, CDM",1997-08-18,81,24,1,6
726,Jonathan Prazeres Conradi,LW,2000-02-29,78,21,1,6
727,Matheus Jadson Bardeira Cunha,ST,2000-02-29,78,21,1,6
728,Fred Claudinei Tófoli Vilela,ST,1988-02-29,78,33,1,6
729,Arturo Adolfo Inálcio Dutra,"CM, CAM",2000-02-29,78,21,1,6
730,G. Pierre Paiva Souza,"RM, RW",1996-02-29,78,25,1,6
731,Alberto Marcelo Dutra Cirino,"LW, LM",1992-02-29,78,29,1,6
732,Everton Jorge Simão Resende,"RB, RM, CM",2000-02-29,78,21,1,6
733,Vincente Filho Dourado Hermes,CB,1996-02-29,78,25,1,6
734,A. Benjamin Chiamuloira Paes,"CB, LB",2000-02-29,78,21,1,6
735,Wellingt. Edson Sabrão Rolim,"RB, LB",1988-02-29,78,33,1,6
736,Gérson Adriano Gutierres Serra,"LB, LWB, LM",2000-02-29,78,21,1,6
737,Falaye Sacko,RB,1995-05-01,78,26,1,6
738,Suat Serdar,"CM, CDM, CAM",1997-04-11,80,24,1,6
739,Pierre Lees-Melou,CM,1993-05-25,79,28,1,6
740,Stefano Sensi,"CM, CDM",1995-08-05,80,26,1,6
741,João Maria Lobo Alves Palhinha Gonçalves,"CDM, CM",1995-07-09,79,26,1,6
742,Manuel Obafemi Akanji,CB,1995-07-19,80,26,1,6
743,Florian Grillitsch,"CM, CDM",1995-08-07,80,26,1,6
744,Daniel Castelo Podence,"LW, RW, CF",1995-10-21,80,25,1,6
745,Kieran Tierney,"LB, LWB",1997-06-05,79,24,1,6
746,Aritz Elustondo Irribaria,"CB, RB",1994-03-28,80,27,1,6
747,Benjamin Verbič,LM,1993-11-27,78,27,1,6
748,Abdou Diallo,"CB, LB",1996-05-04,80,25,1,6
749,Alex Meret,GK,1997-03-22,78,24,1,6
750,Jonathan Bamba,LM,1996-03-26,79,25,1,6
751,Paul Bernardoni,GK,1997-04-18,78,24,1,6
752,Jonathan Javier Rodríguez Portillo,"ST, LW",1993-07-06,79,28,1,6
753,Ruben Aguilar,"RB, RWB",1993-04-26,78,28,1,6
754,Krzysztof Piątek,ST,1995-07-01,80,26,1,6
755,Franco Emanuel Cervi,LM,1994-05-26,78,27,1,6
756,Ángel Israel Mena Delgado,"RM, RW, CAM",1988-01-21,78,33,1,6
757,Jonathan Rodríguez Menéndez,LM,1991-07-09,78,30,1,6
758,Petros Matheus dos Santos Araújo,"CDM, CM",1989-05-29,78,32,1,6
759,Breel-Donald Embolo,"ST, CAM",1997-02-14,80,24,1,6
760,Manuel Locatelli,"CDM, CM",1998-01-08,79,23,1,6
761,Nico Elvedi,CB,1996-09-30,80,24,1,6
762,武磊,"ST, LM, RM",1991-11-19,78,29,1,6
763,Rafael Santos Borré Maury,ST,1995-09-15,80,25,1,6
764,Jaume Doménech Sánchez,GK,1990-11-05,78,30,1,6
765,Yerry Fernando Mina González,CB,1994-09-23,80,26,1,6
766,Mattia Caldara,CB,1994-05-05,80,27,1,6
767,Hans Hateboer,RM,1994-01-09,79,27,1,6
768,Jordan Amavi,LB,1994-03-09,78,27,1,6
769,Samuel Gigot,CB,1993-10-12,80,27,1,6
770,Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,"LWB, LW, LB",1990-08-19,78,31,1,6
771,Léo Dubois,"RB, RWB",1994-09-14,79,26,1,6
772,Stanislav Lobotka,"CM, CDM",1994-11-25,80,26,1,6
773,Marcelo Augusto Ferreira Teixeira,"RB, CB",1987-10-13,78,33,1,6
774,Davide Zappacosta,"RB, RWB",1992-06-11,78,29,1,6
775,Iván José Marcone,"CDM, CM",1990-06-03,78,31,1,6
776,Jean-Philippe Gbamin,"CDM, CM",1995-09-25,80,25,1,6
777,Carlos Roberto Izquierdoz,CB,1988-11-03,78,32,1,6
778,Benjamin Bourigeaud,"CM, LM",1994-01-14,80,27,1,6
779,Andrés Mateus Uribe Villa,"CM, CDM",1991-03-21,78,30,1,6
780,Ruben Loftus-Cheek,CM,1996-01-23,80,25,1,6
781,Antonio José Rodríguez Díaz,"RM, LM",1992-02-21,78,29,1,6
782,Roman Zobnin,"CDM, CM, LM",1994-02-11,80,27,1,6
783,Marcos Paulo Mesquita Lopes,"LW, LM, CAM",1995-12-28,79,25,1,6
784,Rodrigo Javier De Paul,"CM, CF",1994-05-24,83,27,1,6
785,Leander Dendoncker,"CB, CM",1995-04-15,80,26,1,6
786,Jack O'Connell,CB,1994-03-29,80,27,1,6
787,Ricardo Sousa Esgaio,"RWB, RW, RB",1993-05-16,78,28,1,6
788,José Ignacio Martínez García,"LB, LWB",1989-03-07,78,32,1,6
789,Roberto Gagliardini,"CDM, CM",1994-04-07,79,27,1,6
790,Vincenzo Grifo,"LM, CF",1993-04-07,78,28,1,6
791,Florian Niederlechner,ST,1990-10-24,78,30,1,6
